cell ,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,
1,,,,,,,,,,2,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,5,,,,,,,,,,,6,,,,,,,,,,,7,,,,,,,,,,,8,,,,,,,,,,,9,,,,,,,,,,,10,,,,,,,,,
Cell_01_0002_SpTimes,Cell_01_0003_SpTimes,Cell_01_0004_SpTimes,Cell_01_0005_SpTimes,Cell_01_0006_SpTimes,Cell_01_0007_SpTimes,Cell_01_0008_SpTimes,Cell_01_0009_SpTimes,Cell_01_0010_SpTimes,,Cell_01_0011_SpTimes,Cell_01_0012_SpTimes,Cell_01_0013_SpTimes,Cell_01_0014_SpTimes,Cell_01_0015_SpTimes,Cell_01_0016_SpTimes,Cell_01_0017_SpTimes,Cell_01_0018_SpTimes,Cell_01_0019_SpTimes,Cell_01_0020_SpTimes,,Cell_01_0021_SpTimes,Cell_01_0023_SpTimes,Cell_01_0022_SpTimes,Cell_01_0024_SpTimes,Cell_01_0025_SpTimes,Cell_01_0026_SpTimes,Cell_01_0030_SpTimes,,Cell_01_0121_SpTimes,Cell_01_0122_SpTimes,Cell_01_0123_SpTimes,Cell_01_0124_SpTimes,Cell_01_0125_SpTimes,Cell_01_0126_SpTimes,Cell_01_0127_SpTimes,Cell_01_0128_SpTimes,Cell_01_0129_SpTimes,Cell_01_0130_SpTimes,,Cell_01_0031_SpTimes,Cell_01_0032_SpTimes,Cell_01_0033_SpTimes,Cell_01_0034_SpTimes,Cell_01_0035_SpTimes,Cell_01_0036_SpTimes,Cell_01_0037_SpTimes,Cell_01_0038_SpTimes,Cell_01_0039_SpTimes,Cell_01_0040_SpTimes,,Cell_01_0041_SpTimes,Cell_01_0042_SpTimes,Cell_01_0043_SpTimes,Cell_01_0044_SpTimes,Cell_01_0045_SpTimes,Cell_01_0046_SpTimes,Cell_01_0047_SpTimes,Cell_01_0048_SpTimes,Cell_01_0049_SpTimes,Cell_01_0050_SpTimes,,Cell_01_0061_SpTimes,Cell_01_0062_SpTimes,Cell_01_0063_SpTimes,Cell_01_0064_SpTimes,Cell_01_0065_SpTimes,Cell_01_0066_SpTimes,Cell_01_0067_SpTimes,Cell_01_0068_SpTimes,Cell_01_0069_SpTimes,Cell_01_0070_SpTimes,,Cell_01_0071_SpTimes,Cell_01_0072_SpTimes,Cell_01_0073_SpTimes,Cell_01_0074_SpTimes,Cell_01_0075_SpTimes,Cell_01_0076_SpTimes,Cell_01_0077_SpTimes,Cell_01_0078_SpTimes,Cell_01_0079_SpTimes,Cell_01_0080_SpTimes,,Cell_01_0081_SpTimes,Cell_01_0082_SpTimes,Cell_01_0083_SpTimes,Cell_01_0084_SpTimes,Cell_01_0085_SpTimes,Cell_01_0086_SpTimes,Cell_01_0087_SpTimes,Cell_01_0088_SpTimes,Cell_01_0089_SpTimes,Cell_01_0090_SpTimes,,Cell_01_0091_SpTimes,Cell_01_0092_SpTimes,Cell_01_0093_SpTimes,Cell_01_0094_SpTimes,Cell_01_0095_SpTimes,Cell_01_0096_SpTimes,Cell_01_0100_SpTimes,Cell_01_0099_SpTimes,Cell_01_0098_SpTimes,Cell_01_0097_SpTimes
2.91469,2.65832,2.47811,2.3252,2.40432,2.50538,3.1688,2.88803,2.79679,,3.31306,2.96576,2.97487,2.66964,3.80541,2.30755,2.73045,3.39223,3.71658,3.26489,,1.77889,2.05459,2.00207,2.05892,2.31647,2.12482,1.29755,,1.48811,1.41842,1.47307,1.69695,3.1157,4.28812,6.39842,6.16211,4.93584,4.99051,,5.32475,5.17477,5.13387,5.22025,5.29127,5.21521,4.91065,5.05823,5.00097,4.98415,,4.47102,4.55618,4.4065,4.12393,4.61399,4.44532,4.50711,4.40941,4.85964,4.63357,,0.821801,1.35625,0.84008,0.844436,0.855767,1.4207,0.849158,0.854921,0.852396,0.85733,,1.39526,1.39021,1.41525,1.3773,1.46022,1.38487,1.32779,1.35489,1.29186,1.40731,,1.83105,1.82981,1.83452,1.87929,1.82233,1.85318,1.87933,1.86092,1.79858,1.85436,,1.70468,1.66208,1.63906,1.63592,1.63764,1.61714,1.52806,1.56867,1.59004,1.5698
2.9463,2.6924,2.51182,2.36123,2.44166,2.53453,3.22392,2.92641,2.83452,,3.35611,3.00653,3.01272,2.7033,3.90761,2.33282,2.78741,3.43634,3.74782,3.30492,,1.80352,2.08796,2.03002,2.08311,2.34742,2.16271,1.31239,,1.50449,1.43794,1.49663,1.72326,3.14953,4.35576,6.55376,6.23972,4.99782,5.08132,,5.40799,5.25008,5.20635,5.28946,5.36214,5.2827,4.98139,5.12802,5.07201,5.05591,,4.53547,4.62583,4.46442,4.18551,4.6805,4.50791,4.57286,4.47136,4.92144,4.69231,,0.834198,1.36861,0.85464,0.856612,0.866996,1.4321,0.861463,0.865849,0.862943,0.870528,,1.41373,1.41111,1.43619,1.39864,1.48046,1.40327,1.3459,1.37222,1.31298,1.42543,,1.85802,1.85532,1.85659,1.90778,1.84861,1.88243,1.90359,1.88639,1.82315,1.88119,,1.72891,1.68276,1.66274,1.65885,1.65943,1.64193,1.54761,1.59266,1.61133,1.5918
3.0092,2.73107,2.54954,2.3867,2.47977,2.56281,3.26383,2.96486,2.88864,,3.39909,3.04695,3.05862,2.73375,3.93558,2.36927,2.83066,3.47302,3.79623,3.35289,,1.82843,2.11911,2.0564,2.10644,2.37248,2.19367,1.33272,,1.5249,1.45838,1.52077,1.74793,3.19508,4.41496,6.64928,6.28549,5.06635,5.14295,,5.48323,5.32248,5.2746,5.36444,5.43096,5.35038,5.05098,5.20027,5.14027,5.12399,,4.60278,4.69047,4.52432,4.24176,4.74327,4.56874,4.63527,4.53263,4.98449,4.76717,,0.845359,1.37826,0.866987,0.867872,0.879457,1.44425,0.873016,0.877633,0.874657,0.884649,,1.43592,1.43018,1.45446,1.41838,1.5002,1.42128,1.36498,1.39323,1.33169,1.44211,,1.88187,1.88133,1.88696,1.93143,1.87596,1.90782,1.93239,1.91569,1.8501,1.90649,,1.75314,1.70868,1.68572,1.68441,1.68058,1.6628,1.57205,1.61187,1.63212,1.61304
3.04969,2.76246,2.58412,2.42287,2.5096,2.59648,3.31681,3.00523,2.92519,,3.44377,3.08655,3.11496,2.7649,3.9696,2.3955,2.86877,3.51297,3.84154,3.39391,,1.84651,2.15962,2.0802,2.1316,2.39943,2.22158,1.35288,,1.54526,1.48078,1.54236,1.77133,3.24011,4.58651,6.72999,6.33688,5.14165,5.23835,,5.55567,5.39926,5.357,5.43517,5.49868,5.42299,5.12226,5.27334,5.20914,5.19982,,4.68104,4.76619,4.58212,4.29452,4.80362,4.62795,4.68899,4.58502,5.06005,4.84182,,0.856389,1.42476,0.879074,0.88075,0.891511,1.45532,0.885271,0.89039,0.88706,0.895906,,1.45551,1.45078,1.4775,1.43955,1.52028,1.44205,1.38146,1.41196,1.34909,1.46175,,1.90734,1.90682,1.91438,1.95686,1.90116,1.93239,1.96106,1.94242,1.87578,1.9289,,1.77753,1.73073,1.70999,1.70658,1.70363,1.68692,1.59305,1.63925,1.65331,1.63638
3.08964,2.78699,2.63949,2.45082,2.53703,2.62699,3.33833,3.05107,2.96296,,3.49289,3.11943,3.15088,2.80024,3.99852,2.42849,2.91062,3.55618,3.90325,3.43262,,1.86825,2.18005,2.10614,2.16479,2.42512,2.24535,1.3763,,1.56412,1.4992,1.56596,1.79565,3.28212,4.65251,6.81606,6.44081,5.18885,5.37793,,5.6247,5.47365,5.43167,5.50803,5.57415,5.49662,5.19533,5.34775,5.28341,5.27256,,4.74824,4.83505,4.64757,4.35567,4.86904,4.6967,4.74607,4.64481,5.13228,4.92526,,0.866939,1.43662,0.891108,0.892747,0.905197,1.46655,0.896197,0.900423,0.900548,0.908153,,1.47723,1.47033,1.4992,1.45918,1.53935,1.4613,1.39959,1.42932,1.3667,1.47936,,1.93141,1.93387,1.93799,1.98405,1.92728,1.95932,1.98673,1.96789,1.90048,1.95756,,1.8058,1.75557,1.73114,1.73219,1.72412,1.71049,1.61325,1.66106,1.67649,1.65806
3.13128,2.84884,2.66983,2.5008,2.57736,2.66406,3.37159,3.08185,3.00501,,3.53224,3.15666,3.18583,2.83031,4.07457,2.45372,2.95471,3.5926,3.95827,3.49745,,1.89741,2.20352,2.12768,2.18945,2.45737,2.29037,1.39371,,1.5832,1.51591,1.58816,1.81662,3.32151,4.7434,6.88387,6.48473,5.24537,5.47853,,5.7059,5.55381,5.50142,5.5798,5.64642,5.57301,5.26322,5.41448,5.35818,5.34102,,4.81685,4.89925,4.70454,4.41357,4.93539,4.76486,4.81757,4.70128,5.19777,4.99055,,0.879484,1.45987,0.902037,0.903072,0.917572,1.50267,0.90771,0.913323,0.912456,0.920045,,1.49683,1.49259,1.52269,1.47979,1.5592,1.48289,1.41668,1.44985,1.38465,1.49969,,1.95926,1.95838,1.96433,2.00623,1.95417,1.98333,2.01242,1.99744,1.92308,1.98342,,1.82854,1.77816,1.75444,1.75295,1.74797,1.73395,1.63309,1.68076,1.69907,1.68116
3.16111,2.88443,2.69573,2.53448,2.61469,2.7068,3.41126,3.1313,3.04447,,3.5912,3.19414,3.2275,2.85852,4.10074,2.49689,2.99704,3.64013,3.99384,3.54661,,1.91976,2.23258,2.15587,2.21565,2.49506,2.32699,1.41441,,1.60036,1.53824,1.60943,1.84565,3.3663,4.89607,6.97016,6.53695,5.31708,5.53593,,5.77691,5.6229,5.57547,5.64799,5.72149,5.6436,5.33328,5.48882,5.42874,5.41117,,4.8855,4.96635,4.75922,4.47519,5.00882,4.83049,4.87127,4.76844,5.27173,5.05818,,0.890395,1.48273,0.913828,0.915812,0.929017,1.51367,0.919623,0.926789,0.92323,0.934911,,1.51726,1.51146,1.54464,1.49903,1.57653,1.50159,1.4342,1.4658,1.40257,1.51933,,1.98451,1.98484,1.98951,2.03349,1.98184,2.00945,2.04074,2.02644,1.94902,2.0094,,1.85039,1.80191,1.77532,1.77681,1.77166,1.75891,1.65434,1.70377,1.72157,1.703
3.24375,2.93301,2.74537,2.588,2.64251,2.74211,3.4397,3.17323,3.08833,,3.62289,3.24692,3.25955,2.89254,4.12953,2.52662,3.03224,3.67593,4.03619,3.60566,,1.94939,2.26221,2.18052,2.24045,2.52052,2.35594,1.4356,,1.61745,1.55626,1.63302,1.8668,3.4101,4.97035,7.02725,6.58341,5.36708,5.62861,,5.84843,5.69718,5.64848,5.71005,5.79887,5.71697,5.40237,5.55741,5.49918,5.48226,,4.95419,5.02901,4.82141,4.53576,5.06872,4.89744,4.92488,4.83695,5.33788,5.12823,,0.902605,1.49455,0.925477,0.925895,0.940971,1.53918,0.93159,0.938911,0.937012,0.948297,,1.54056,1.53287,1.56259,1.52122,1.59837,1.52181,1.45401,1.48321,1.42039,1.5406,,2.00861,2.01377,2.0151,2.06269,2.00946,2.03443,2.06969,2.05297,1.97411,2.03636,,1.87692,1.82535,1.79864,1.80323,1.79656,1.77971,1.67566,1.72703,1.74254,1.72697
3.27255,2.95866,2.78141,2.61397,2.67369,2.77114,3.46851,3.23007,3.11319,,3.66402,3.27668,3.295,2.92771,4.21275,2.56715,3.07375,3.71211,4.1108,3.66852,,1.97192,2.28325,2.2003,2.26377,2.55063,2.39267,1.45437,,1.6397,1.57572,1.65075,1.89577,3.45432,5.02838,7.09177,6.63929,5.42034,5.71373,,5.92454,5.77007,5.72283,5.78068,5.86457,5.78599,5.47359,5.62392,5.57045,5.55479,,5.01778,5.09837,4.88197,4.59355,5.1291,4.95803,4.99007,4.90257,5.40057,5.19706,,0.914418,1.50678,0.940342,0.941934,0.951913,1.55316,0.943918,0.95103,0.948532,0.95876,,1.55963,1.55225,1.58302,1.54319,1.61913,1.54057,1.47411,1.50268,1.43836,1.56096,,2.03443,2.0405,2.04261,2.0901,2.0364,2.06276,2.09413,2.07999,2.00086,2.06114,,1.89752,1.84753,1.82078,1.82574,1.81835,1.80352,1.69744,1.7476,1.76689,1.74925
3.30844,2.98841,2.82474,2.65085,2.71106,2.79977,3.50221,3.2661,3.15299,,3.69809,3.33347,3.35694,2.96226,4.24,2.5931,3.1053,3.76508,4.14177,3.72667,,1.98932,2.31226,2.22375,2.28794,2.57687,2.42531,1.4731,,1.65921,1.59356,1.67562,1.91871,3.49033,5.09175,7.17792,6.72456,5.46992,5.77846,,5.99694,5.84191,5.78838,5.85188,5.93446,5.86038,5.54069,5.68489,5.63851,5.62626,,5.08613,5.164,4.93769,4.65933,5.19155,5.02058,5.05649,4.96693,5.46505,5.25758,,0.926355,1.51677,0.951998,0.953507,0.962697,1.58785,0.956478,0.96333,0.959787,0.973008,,1.57944,1.57077,1.60715,1.56344,1.64198,1.55901,1.49125,1.5224,1.45864,1.57906,,2.06089,2.06899,2.06549,2.11322,2.06359,2.08718,2.12027,2.10558,2.03163,2.0872,,1.92284,1.87176,1.84375,1.84962,1.84276,1.82367,1.72014,1.77026,1.7894,1.77349
3.33331,3.01949,2.84985,2.68905,2.74632,2.83673,3.53135,3.30307,3.18816,,3.73224,3.37099,3.39932,3.00077,4.30915,2.62569,3.16066,3.80209,4.23099,3.79684,,2.01459,2.33698,2.24617,2.31691,2.60904,2.44733,1.4898,,1.67581,1.61705,1.69113,1.94701,3.52962,5.1698,7.24155,6.77762,5.54926,5.84666,,6.07003,5.91683,5.85955,5.92732,6.00653,5.93436,5.60889,5.74803,5.70794,5.69658,,5.15862,5.22814,4.99435,4.7146,5.25693,5.08087,5.12507,5.03631,5.53009,5.32104,,0.939855,1.52953,0.963463,0.964817,0.976159,1.60019,0.9684,0.975637,0.972376,0.985108,,1.59837,1.59058,1.6274,1.58377,1.66399,1.57744,1.5094,1.5394,1.47466,1.60135,,2.08538,2.09579,2.08878,2.14283,2.09012,2.11187,2.14473,2.13302,2.05772,2.11532,,1.94596,1.89721,1.86403,1.8694,1.86467,1.84438,1.7412,1.79287,1.81163,1.79337
3.36915,3.07194,2.88112,2.71933,2.77823,2.86538,3.56315,3.3354,3.2317,,3.76518,3.41616,3.43559,3.03893,4.44085,2.66572,3.19328,3.84959,4.2895,3.84577,,2.03841,2.36561,2.27533,2.34067,2.63401,2.47903,1.51131,,1.69509,1.63588,1.71078,1.97001,3.58182,5.27488,7.32179,6.87281,5.60462,5.92749,,6.14363,5.98893,5.92977,6.00277,6.07823,6.0119,5.67051,5.82185,5.77618,5.76611,,5.22516,5.30176,5.04959,4.78638,5.33145,5.13814,5.18733,5.09724,5.60138,5.38475,,0.952195,1.54187,0.974437,0.976468,0.988489,1.61285,0.980646,0.987209,0.983332,0.999029,,1.61825,1.61152,1.64791,1.60505,1.68424,1.59501,1.52877,1.5569,1.49417,1.62252,,2.11757,2.1229,2.11529,2.16845,2.1197,2.1395,2.17364,2.1583,2.08472,2.1393,,1.96827,1.91951,1.88744,1.89449,1.88763,1.86615,1.76178,1.81332,1.83436,1.81613
3.40556,3.10464,2.90922,2.74512,2.81465,2.90058,3.60499,3.37359,3.26585,,3.82897,3.46444,3.47576,3.07433,4.46947,2.69738,3.24171,3.90691,4.33011,3.88673,,2.06598,2.38992,2.29922,2.36925,2.66188,2.5009,1.52986,,1.71435,1.65393,1.7286,1.99628,3.62642,5.35191,7.41536,6.97818,5.64891,5.99279,,6.21599,6.06042,6.01094,6.07637,6.1489,6.08909,5.7372,5.88705,5.84625,5.83793,,5.28423,5.37501,5.10778,4.84262,5.38614,5.19693,5.23936,5.14906,5.67312,5.44442,,0.962955,1.55503,0.989317,0.988222,1.0004,1.63543,0.991936,1.0007,0.995701,1.00977,,1.64007,1.63357,1.66638,1.62537,1.70352,1.61847,1.55008,1.57614,1.51182,1.64215,,2.1421,2.14828,2.13902,2.19552,2.13966,2.16402,2.19736,2.18515,2.10946,2.16652,,1.99074,1.94075,1.90784,1.91713,1.90843,1.88768,1.7841,1.83532,1.8559,1.83881
3.43751,3.15997,2.94728,2.80961,2.86849,2.93554,3.64119,3.41034,3.29311,,3.8802,3.51001,3.52591,3.12533,4.50206,2.72504,3.27338,3.95319,4.37376,3.94399,,2.08738,2.41525,2.32958,2.39659,2.69266,2.52405,1.54986,,1.73278,1.67101,1.75768,2.01957,3.67639,5.41415,7.47979,7.06537,5.71359,6.04826,,6.28904,6.13804,6.08361,6.14867,6.22807,6.16023,5.80641,5.96313,5.91726,5.90586,,5.3461,5.44151,5.16049,4.90833,5.45513,5.25949,5.30762,5.18381,5.75572,5.50589,,0.973916,1.56619,1.00052,0.999031,1.0119,1.68206,1.00462,1.01317,1.00749,1.02159,,1.66072,1.6563,1.68661,1.64386,1.72143,1.64012,1.56683,1.59258,1.5304,1.666,,2.1671,2.17415,2.16754,2.22426,2.16691,2.19002,2.22193,2.21303,2.13842,2.19326,,2.01231,1.96386,1.9319,1.93868,1.93152,1.90977,1.80572,1.85666,1.8778,1.85954
3.47104,3.20918,2.9871,2.83899,2.89901,2.97805,3.68159,3.44794,3.33104,,3.91097,3.54742,3.55794,3.16738,4.52699,2.75707,3.32302,3.99308,4.42359,3.97697,,2.11267,2.43908,2.34978,2.42116,2.71767,2.55054,1.56549,,1.75263,1.69344,1.7747,2.04675,3.71661,5.53223,7.60989,7.17732,5.76276,6.15384,,6.35519,6.20687,6.14993,6.22115,6.30087,6.23322,5.87922,6.03416,5.98934,5.97737,,5.41243,5.50504,5.22066,4.96147,5.52262,5.32872,5.36404,5.24962,5.82212,5.56952,,0.983634,1.57913,1.01117,1.01107,1.02361,1.69307,1.01687,1.02777,1.02029,1.03406,,1.68154,1.67743,1.70732,1.6594,1.74102,1.65851,1.58468,1.61322,1.54988,1.68383,,2.19529,2.20037,2.1912,2.24959,2.19427,2.21662,2.24975,2.2386,2.16318,2.21838,,2.03759,1.98873,1.95279,1.9626,1.95089,1.93595,1.82899,1.87802,1.89902,1.88228
3.50851,3.24564,3.02038,2.86935,2.94132,3.01289,3.72306,3.47972,3.36782,,3.97041,3.57614,3.59751,3.19856,4.55684,2.79241,3.36309,4.036,4.46087,4.0271,,2.13229,2.46175,2.37205,2.44885,2.74782,2.57482,1.58553,,1.77024,1.70989,1.79531,2.07621,3.75538,5.57896,7.67261,7.24285,5.79595,6.2015,,6.42722,6.27951,6.21649,6.29659,6.3728,6.29891,5.94879,6.10549,6.06318,6.04857,,5.47597,5.5671,5.28012,5.01993,5.58078,5.38844,5.42598,5.30935,5.89127,5.63672,,0.996498,1.5902,1.02241,1.03282,1.03465,1.70586,1.02831,1.03844,1.03131,1.04635,,1.70055,1.69614,1.72763,1.67626,1.76404,1.67854,1.60249,1.63128,1.56655,1.70407,,2.22749,2.22472,2.21789,2.27603,2.21738,2.24492,2.28,2.26588,2.19032,2.24094,,2.06163,2.01128,1.97545,1.98351,1.97589,1.95857,1.85182,1.9032,1.92082,1.90599
3.54331,3.28673,3.06548,2.91046,2.98048,3.04083,3.77171,3.53514,3.40525,,4.01748,3.62807,3.64022,3.24157,4.58995,2.83675,3.3954,4.09122,4.51263,4.06673,,2.16222,2.48401,2.39494,2.48194,2.77372,2.61954,1.6029,,1.79014,1.74683,1.82052,2.10097,3.81348,5.68252,7.75802,7.35856,5.85982,6.25092,,6.50769,6.35018,6.2894,6.36802,6.44588,6.30309,6.01846,6.17877,6.1291,6.11558,,5.54066,5.62822,5.34293,5.08064,5.65413,5.4539,5.49071,5.36044,5.96932,5.70384,,1.00762,1.59983,1.03477,1.04513,1.04628,1.73025,1.04202,1.06324,1.04386,1.05729,,1.71794,1.71637,1.7489,1.6945,1.78393,1.69749,1.61769,1.64959,1.58538,1.72019,,2.25526,2.2562,2.24474,2.30497,2.2437,2.27285,2.30499,2.29121,2.21953,2.26424,,2.0893,2.03381,1.99825,2.00726,1.99756,1.98385,1.87382,1.92293,1.94346,1.92504
3.56736,3.32366,3.09245,2.95686,3.01289,3.08502,3.81589,3.56319,3.4416,,4.07051,3.64598,3.6824,3.27516,4.70249,2.86955,3.44223,4.15554,4.55229,4.11842,,2.18772,2.50931,2.4217,2.50773,2.80185,2.63986,1.62018,,1.80806,1.76825,1.83817,2.12609,3.86235,5.74407,7.81614,7.43978,5.9044,6.37065,,6.57756,6.4193,6.36432,6.44487,6.52074,6.36918,6.09021,6.25207,6.20665,6.18103,,5.60631,5.68852,5.40276,5.14282,5.72158,5.52807,5.55433,5.41984,6.03181,5.77121,,1.01969,1.61055,1.04671,1.05598,1.05792,1.75334,1.05205,1.07493,1.05418,1.06986,,1.74012,1.73435,1.76986,1.7183,1.80404,1.71802,1.63695,1.66909,1.60837,1.74047,,2.27728,2.28555,2.27023,2.32998,2.27095,2.29683,2.32909,2.31859,2.24533,2.29157,,2.11048,2.05727,2.02149,2.03125,2.02197,2.00793,1.89168,1.94497,1.96728,1.94587
3.6124,3.37925,3.14715,2.982,3.04859,3.12942,3.84751,3.59478,3.50403,,4.11957,3.65509,3.73115,3.32475,4.7709,2.90069,3.48516,4.20948,4.59218,4.18678,,2.21459,2.53659,2.44933,2.53527,2.82871,2.67669,1.63803,,1.82768,1.78741,1.86022,2.15116,3.90425,5.8892,7.86206,7.5144,5.95152,6.45825,,6.64748,6.4938,6.4358,6.52122,6.59568,6.38151,6.1617,6.32081,6.27682,6.25025,,5.67092,5.75043,5.46387,5.19328,5.77378,5.59273,5.62656,5.48573,6.10299,5.83583,,1.03351,1.62376,1.05726,1.06877,1.07085,1.78882,1.06489,1.0868,1.06846,1.08407,,1.75979,1.75507,1.79038,1.73557,1.82214,1.73802,1.65432,1.68489,1.62419,1.76054,,2.29949,2.31097,2.29669,2.36132,2.2969,2.32264,2.3567,2.34534,2.27341,2.31495,,2.13304,2.08144,2.04719,2.05392,2.04567,2.02817,1.91529,1.96499,1.98877,1.96972
3.64754,3.42414,3.193,3.02914,3.08462,3.16568,3.8796,3.64034,3.53457,,4.152,3.68969,3.77088,3.36238,4.80225,2.92996,3.53289,4.26043,4.63137,4.22471,,2.23664,2.56414,2.47452,2.56814,2.85951,2.70517,1.65647,,1.84915,1.80846,1.88185,2.18125,3.94969,5.9467,7.9295,7.58812,6.02905,6.52535,,6.71817,6.56654,6.50928,6.59018,6.67237,6.4476,6.2319,6.39412,6.33766,6.32341,,5.73781,5.82096,5.52923,5.24382,5.83784,5.6552,5.69258,5.54273,6.16547,5.9088,,1.04592,1.6353,1.07042,1.07958,1.08319,1.80177,1.07624,1.10078,1.08027,1.09475,,1.77892,1.77506,1.81091,1.75548,1.84278,1.76072,1.67336,1.70217,1.64306,1.78022,,2.32653,2.33675,2.32626,2.38555,2.31789,2.34819,2.38121,2.36897,2.29867,2.34092,,2.15689,2.10199,2.06863,2.0798,2.06763,2.05347,1.93582,1.98955,2.01112,1.99107
3.67325,3.46122,3.23116,3.06033,3.12256,3.19841,3.94114,3.68539,3.58146,,4.19154,3.72132,3.80149,3.40592,4.83437,2.95897,3.56773,4.31897,4.74017,4.273,,2.26442,2.58297,2.50058,2.59184,2.89162,2.73636,1.67334,,1.86579,1.82878,1.90551,2.20574,3.98956,6.08096,7.98909,7.71761,6.09137,6.59078,,6.78688,6.6379,6.58496,6.66155,6.73585,6.52613,6.29819,6.4615,6.41048,6.39161,,5.79839,5.89656,5.57755,5.31047,5.90717,5.70756,5.76191,5.60822,6.2362,5.97368,,1.05669,1.64817,1.0842,1.09156,1.09583,1.82549,1.08687,1.11297,1.09218,1.10765,,1.79738,1.796,1.83057,1.77437,1.8631,1.77776,1.69231,1.72075,1.65952,1.80168,,2.35336,2.36128,2.3526,2.40958,2.34666,2.37518,2.40698,2.39779,2.32704,2.3709,,2.18112,2.12594,2.09055,2.10282,2.09023,2.07622,1.95836,2.01259,2.03148,2.01461
3.70077,3.49517,3.26576,3.0847,3.15509,3.27285,3.9731,3.7261,3.62536,,4.23631,3.75958,3.84464,3.43334,4.92748,3.00964,3.60469,4.37076,4.78455,4.32931,,2.28924,2.6104,2.53385,2.62252,2.91252,2.76643,1.69211,,1.88231,1.84702,1.92618,2.23458,4.04571,6.12964,,,6.16318,6.64311,,6.86325,6.70858,6.65531,6.73773,6.80813,6.59348,6.36562,6.5295,6.47895,6.46584,,5.85843,5.95642,5.63224,5.37216,5.96935,5.7763,5.82098,5.67641,6.30244,6.03402,,1.06788,1.65995,1.09649,1.10201,1.10932,1.83641,1.09842,1.12544,1.10569,1.12143,,1.8189,1.81476,1.85168,1.79496,1.88309,1.79828,1.71108,1.73782,1.67775,1.82176,,2.37902,2.39027,2.37775,2.43685,2.37583,2.39987,2.43093,2.41988,2.35154,2.39771,,2.20232,2.14994,2.11403,2.12802,2.1123,2.09888,1.97993,2.0361,2.05338,2.03654
3.7464,3.53123,3.30225,3.11904,3.20145,3.30528,4.01349,3.75928,3.6588,,4.27213,3.77983,3.89032,3.46342,4.96208,3.04123,3.64479,4.41885,4.83232,4.36449,,2.31073,2.63331,2.55665,2.64977,2.94675,2.79359,1.71144,,1.90162,1.86792,1.94973,2.26201,4.10106,6.19969,,,6.23127,6.72096,,6.93778,6.78355,6.72715,6.81383,6.88021,6.66641,6.44035,6.6031,6.54042,6.53598,,5.92531,6.02219,5.69227,5.42649,6.0288,5.83637,5.88024,5.74683,6.34566,6.09896,,1.0807,1.67221,1.10865,1.11586,1.12119,1.8484,1.11039,1.1388,1.1166,1.13334,,1.83661,1.83538,1.87105,1.81571,1.90275,1.81781,1.72944,1.75617,1.69639,1.84509,,2.40269,2.41637,2.40173,2.46355,2.40204,2.42543,2.4529,2.44876,2.37953,2.42299,,2.22463,2.1737,2.13656,2.14947,2.13512,2.12079,2.00042,2.05804,2.07568,2.05884
3.77509,3.56634,3.34107,3.15559,3.23683,3.34974,4.0864,3.84082,3.69164,,4.32632,3.81896,3.93028,3.49937,4.9962,3.07679,3.69076,4.46244,4.8744,4.42486,,2.33363,2.65905,2.5786,2.67502,2.97348,2.83406,1.72955,,1.91763,1.88925,1.96861,2.28319,4.15404,6.25829,,,6.31677,6.77584,,7.01425,6.85804,6.80361,6.88666,6.94881,6.73517,6.51067,6.67405,6.61225,6.60755,,5.99615,6.08853,5.74875,5.48812,6.09135,5.89951,5.94853,5.81586,6.40577,6.16375,,1.09173,1.68486,1.11996,1.12746,1.13187,1.87332,1.12112,1.15068,1.12855,1.1441,,1.85475,1.85512,1.89083,1.83723,1.92519,1.8371,1.7487,1.77318,1.71612,1.86267,,2.42998,2.44167,2.42954,2.48751,2.42751,2.45316,2.48133,2.47395,2.40676,2.44831,,2.2458,2.19965,2.15832,2.1721,2.1601,2.14265,2.0219,2.08012,2.0948,2.08017
3.81614,3.60442,3.36921,3.18665,3.27759,3.39413,4.11822,3.91949,3.7438,,4.36561,3.85561,3.96543,3.53818,5.05964,3.10496,3.72626,4.51164,4.95743,4.46382,,2.35612,2.68651,2.60355,2.69621,2.99608,2.86463,1.74692,,1.93631,1.91057,1.99325,2.30993,4.20353,6.36567,,,6.39609,6.84388,,7.09099,6.9285,6.87801,6.96163,7.02237,6.8016,6.58366,6.75036,6.68243,6.67685,,6.06018,6.15676,5.80727,5.54874,6.16398,5.96676,6.01306,5.88401,6.47379,6.20376,,1.10352,1.69614,1.13374,1.14069,1.14392,1.88607,1.13228,1.1644,1.13982,1.15645,,1.87717,1.87398,1.91229,1.85779,1.94484,1.85842,1.768,1.79139,1.73584,1.88291,,2.46124,2.47079,2.45398,2.51158,2.45367,2.47645,2.50286,2.5004,2.43359,2.47753,,2.27021,2.22283,2.17843,2.19465,2.18453,2.16631,2.04283,2.1022,2.11806,2.10179
